filter,Date,project,key,issuetype,status,customfield_58100,customfield_60501
preALP,2021-01-01,Kerio Control,CONTROL-33608,Customer Defect,Release pending,2.0,"CONTROL-23886,CONTROL-30302"
preALP,2021-01-01,Kerio Control,CONTROL-32788,Customer Defect,Release pending,2.0,"CONTROL-23886,CONTROL-30302"
preALP,2021-01-01,Kerio Control,CONTROL-31690,Customer Defect,Release pending,2.0,"CONTROL-23886,CONTROL-30302"
preALP,2021-01-01,Kerio Connect,CONNECT-81965,Customer Defect,Release pending,0.0,
preALP,2021-01-01,CodeFix,CODEFIX-6500,Defect,Reviewed,1.0,CODEFIX-6511
preALP,2021-01-01,Bonzai Intranet,BOINT-18664,Defect,Release pending,0.0,
preALP,2021-01-01,Bonzai Intranet,BOINT-18452,Customer Defect,Release pending,0.0,
preALP,2021-01-01,BiznessApps,BIZAPPS-26083,Customer Defect,Release pending,0.0,
preALP,2021-01-01,BiznessApps,BIZAPPS-21630,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Beckon,BEC-13307,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Beckon,BEC-12814,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,Beckon,BEC-11688,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,Beckon,BEC-11660,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,Beckon,BEC-11658,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,Beckon,BEC-11616,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Beckon,BEC-10087,Defect,Release pending,0.0,
preALP,2021-01-01,Beckon,BEC-10036,Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,Beckon,BEC-9196,Defect,Release pending,0.0,
preALP,2021-01-01,Beckon,BEC-7849,Defect,Release pending,0.0,
preALP,2021-01-01,Beckon,BEC-7796,Defect,Release pending,1.0,BEC-1535
preALP,2021-01-01,Beckon,BEC-7784,Defect,Release pending,0.0,
preALP,2021-01-01,Beckon,BEC-7773,Defect,Release pending,0.0,
preALP,2021-01-01,Beckon,BEC-7494,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Beckon,BEC-1214,Defect,Release pending,2.0,"BEC-10310,BEC-12579"
preALP,2021-01-01,XO.HireManage,AWORK-61818,Defect,Release pending,0.0,
preALP,2021-01-01,XO.HireManage,AWORK-61445,Defect,Release pending,5.0,"AWORK-52850,AWORK-55681,AWORK-55755,AWORK-56158,AWORK-56368"
preALP,2021-01-01,XO.HireManage,AWORK-61394,Customer Defect,Release pending,1.0,AWORK-60205
preALP,2021-01-01,XO.HireManage,AWORK-61158,Customer Defect,Release pending,1.0,AWORK-47442
preALP,2021-01-01,XO.HireManage,AWORK-60264,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-6136,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-6088,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-5535,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-5326,Defect,Release pending,1.0,AGEMSAT-3171
preALP,2021-01-01,Agemni SAT,AGEMSAT-5263,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-5204,Defect,Release pending,1.0,AGEMSAT-6352
preALP,2021-01-01,Agemni SAT,AGEMSAT-5200,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-5198,Defect,Reviewed,1.0,AGEMSAT-5633
preALP,2021-01-01,Agemni SAT,AGEMSAT-5196,Defect,Release pending,1.0,AGEMSAT-3171
preALP,2021-01-01,Agemni SAT,AGEMSAT-5194,Defect,Release pending,1.0,AGEMSAT-3171
preALP,2021-01-01,Agemni SAT,AGEMSAT-4143,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-3721,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-2201,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-2195,Defect,Release pending,4.0,"AGEMSAT-3236,AGEMSAT-3237,AGEMSAT-3238,AGEMSAT-3239"
preALP,2021-01-01,Agemni SAT,AGEMSAT-2068,Defect,Release pending,3.0,"AGEMSAT-3253,AGEMSAT-3254,AGEMSAT-3255"
preALP,2021-01-01,Agemni SAT,AGEMSAT-2021,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-1916,Defect,Release pending,7.0,"AGEMSAT-1624,AGEMSAT-3201,AGEMSAT-3202,AGEMSAT-3203,AGEMSAT-3204,AGEMSAT-3205,AGEMSAT-3484"
preALP,2021-01-01,Agemni SAT,AGEMSAT-1870,Defect,Release pending,7.0,"AGEMSAT-3201,AGEMSAT-3202,AGEMSAT-3203,AGEMSAT-3204,AGEMSAT-3205,AGEMSAT-3484,AGEMSAT-5512"
preALP,2021-01-01,Agemni SAT,AGEMSAT-1829,Defect,Release pending,4.0,"AGEMSAT-1831,AGEMSAT-3131,AGEMSAT-3132,AGEMSAT-3135"
preALP,2021-01-01,Agemni SAT,AGEMSAT-1521,Customer Defect,Release pending,4.0,"AGEMSAT-3236,AGEMSAT-3237,AGEMSAT-3238,AGEMSAT-3239"
preALP,2021-01-01,Agemni SAT,AGEMSAT-913,Customer Defect,Release pending,3.0,"AGEMSAT-3191,AGEMSAT-3194,AGEMSAT-3195"
preALP,2021-01-01,Agemni SAT,AGEMSAT-835,Defect,Release pending,2.0,"AGEMSAT-3247,AGEMSAT-3248"
preALP,2021-01-01,Agemni SAT,AGEMSAT-743,Defect,Release pending,3.0,"AGEMSAT-3191,AGEMSAT-3194,AGEMSAT-3195"
preALP,2021-01-01,Agemni SAT,AGEMSAT-705,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-681,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni SAT,AGEMSAT-677,Defect,Release pending,0.0,
preALP,2021-01-01,Agemni CMS,AGEMCMS-7691,Customer Defect,In Code Review,,
preALP,2021-01-01,Agemni CMS,AGEMCMS-7521,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Agemni CMS,AGEMCMS-7246,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Agemni CMS,AGEMCMS-5028,Defect,In Code Review,,
preALP,2021-01-01,Agemni CMS,AGEMCMS-4920,Customer Defect,Release pending,1.0,AGEMCMS-3201
preALP,2021-01-01,Agemni CMS,AGEMCMS-3799,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,AES EDI,AESEDI-54086,Defect,Release pending,0.0,
preALP,2021-01-01,AES EDI,AESEDI-54020,Defect,In Code Review,,
preALP,2021-01-01,AES CIS,AESCIS-46947,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AES CIS,AESCIS-46939,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AES CIS,AESCIS-46861,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AES CIS,AESCIS-46745,Customer Defect,Release pending,1.0,AESCIS-46936
preALP,2021-01-01,AES CIS,AESCIS-45453,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Aurea Monitor,ACTA-60330,Customer Defect,In Code Review,,
preALP,2021-01-01,Aurea Monitor,ACTA-60257,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Acorn PA5G,ACID-36952,Defect,Release pending,0.0,
preALP,2021-01-01,Acorn PA5G,ACID-36351,Defect,Release pending,1.0,ACID-21755
preALP,2021-01-01,Acorn PA5G,ACID-36048,Defect,Release pending,1.0,ACID-21755
preALP,2021-01-01,Acorn PA5G,ACID-34532,Customer Defect,Release pending,5.0,"ACID-19654,ACID-22666,ACID-22667,ACID-23014,ACID-37203"
preALP,2021-01-01,Acorn PA5G,ACID-23727,Customer Defect,Release pending,5.0,"ACID-23543,ACID-23545,ACID-23546,ACID-23551,ACID-24092"
